DT,ТОК РОТОРА 1,ТОК РОТОРА 2,ТОК СТАТОРА,ВИБРАЦИЯ НА ОПОРЕ 1,ВИБРАЦИЯ НА ОПОРЕ 2,ВИБРАЦИЯ НА ОПОРЕ 3,ВИБРАЦИЯ НА ОПОРЕ 3. ПРОДОЛЬНАЯ,ВИБРАЦИЯ НА ОПОРЕ 4,ВИБРАЦИЯ НА ОПОРЕ 4. ПРОДОЛЬНАЯ,ТЕМПЕРАТУРА ПОДШИПНИКА НА ОПОРЕ 1,ТЕМПЕРАТУРА ПОДШИПНИКА НА ОПОРЕ 2,ТЕМПЕРАТУРА ПОДШИПНИКА НА ОПОРЕ 3,ТЕМПЕРАТУРА ПОДШИПНИКА НА ОПОРЕ 4,ТЕМПЕРАТУРА МАСЛА В МАСЛОБЛОКЕ,ТЕМПЕРАТУРА МАСЛА В СИСТЕМЕ,ДАВЛЕНИЕ МАСЛА В СИСТЕМЕ
2019-05-01 21:45:40,352.174492,352.174492,262.673607,3.43750006,0.8585069040000001,0.284722234,0.36197917,0.514756965,0.480902785,57.68107150000001,53.6247344,58.0055775,61.7374147,45.593192600000016,43.2405222,87.12963049999999
2020-03-05 13:33:00,362.72264666666666,362.72264666666666,282.4170611111111,4.168595555555555,1.4689429000000005,1.2962962777777776,0.9452160466666668,1.4564043,1.4699074111111117,48.676014,42.18586,45.43094000000001,50.298546,40.56333,34.07321000000001,97.32509999999998
2019-08-15 18:06:40,341.97196599999995,341.97196599999995,257.44792199999995,3.755208300000001,0.67100694,0.3151041519999999,0.6085069080000001,0.66319442,0.59461805,50.94755719999999,47.29684590000001,50.298546,53.7058628,42.18586,43.3216486,175.37036700000002
2019-02-03 06:16:10,331.862716,331.862716,6000.0,0.3532986139999999,0.1857638919999999,0.171874994,0.218749998,0.304687498,0.3784722359999999,57.3565655,60.60164480000001,50.7853044,55.815164200000005,40.4010825,35.2089816,148.43749699999998
2019-08-26 19:57:20,353.9440355555555,353.9440355555555,257.21450555555555,3.459683688888889,0.91435184,0.4118441277777778,0.51504632,0.5304784222222223,0.6500771444444445,50.298546,47.77458966666667,50.92952911111111,54.354890000000005,42.45628766666667,44.25911144444444,175.59156222222225
2020-09-01 20:08:20,366.6266666666667,366.6266666666667,273.038,0.1325,0.38,0.3266666666666666,0.666,0.53,1.1349999999999998,55.815164200000005,56.0585433,48.676014,53.543606,42.19,38.129555,92.4
2020-04-13 05:23:50,375.44000000000005,375.44000000000005,270.278,7.418000000000001,1.0033333333333332,0.945,0.52,0.4875,0.925,39.1030726,39.75208299999999,42.18586,47.86,37.32,33.424200400000004,138.77333333333334
2019-10-05 19:20:50,340.510005,340.510005,267.847219,3.4921875,0.992187493,0.4756944589999999,0.66927081,1.0590277900000002,0.619791652,43.48390139999999,42.18586,42.8348864,48.1081152,38.85969350000001,34.07321000000001,106.73610899999998
2020-08-11 12:59:30,364.554,364.554,272.69,10.808,4.718,5.082,4.434,5.9575,5.712,49.48728,46.06192233333334,52.73233800000001,57.599945,44.43939322222223,43.808407,103.82
2019-12-25 15:45:20,375.4412933333333,375.4412933333333,275.47260888888894,4.736689888888889,0.7426697777777778,0.6057098599999999,0.537229968888889,0.9384644955555556,0.8043981666666666,43.808407,44.619675,48.49572866666667,53.543606,47.053467000000005,32.63096488888889,101.10596222222222
2019-07-20 01:29:50,343.21616399999994,343.21616399999994,259.826386,4.85590269,1.04513889,0.3567708269999999,0.360243056,0.3862847239999999,0.414062488,52.4078324,52.24557959999999,52.326706,56.4641748,43.808407,43.9706606,97.893522
2019-12-09 09:26:40,375.7869111111111,375.7869111111111,253.75193111111116,1.8065200666666663,0.7214506444444445,0.6143904155555556,0.56520064,0.9056712777777778,0.8863811955555556,47.95487266666667,44.529534111111126,51.10981,55.977417,41.374596,42.18586,97.89095000000002
2019-12-22 13:11:40,372.330734,372.330734,300.0,4.947916660000001,0.89843747,0.522569476,0.481770857,0.92708331,0.71701388,47.053467000000005,46.56670860000001,50.298546,55.2472794,49.48728,34.884476,99.988426
